user_id,age,sex,last_month_salary,number_dependents,default_flag
15611,44,M,1600.0,0,0
15846,44,F,,0,0
15877,44,M,9166.0,0,0
16325,44,M,4166.0,0,0
16340,44,M,5458.0,0,0
16436,44,F,4331.0,0,0
16530,44,F,2800.0,0,0
16764,44,F,,0,0
16809,44,M,7115.0,0,0
16962,44,M,4000.0,0,0
17084,44,F,5783.0,0,0
17093,44,F,,0,0
17106,44,F,5555.0,0,0
17156,44,F,4400.0,0,0
17365,44,M,4083.0,0,0
17374,44,M,,0,0
17442,44,M,4850.0,0,0
17556,44,F,,0,0
17745,44,M,9500.0,0,0
18185,44,M,6304.0,0,0
18563,44,M,4583.0,0,0
18637,44,M,6900.0,0,0
18759,44,F,11000.0,0,0
19192,44,M,71000.0,0,0
19210,44,F,5834.0,0,0
19315,44,M,7630.0,0,0
19322,44,M,,0,0
19332,44,M,7450.0,0,0
19367,44,M,6800.0,0,0
19407,44,M,8000.0,0,0
19425,44,M,6042.0,0,0
19441,44,F,,0,0
19686,44,F,7765.0,0,0
19849,44,M,2300.0,0,0
20101,44,F,0.0,0,0
20285,44,M,4983.0,0,0
20307,44,M,,0,0
20336,44,F,4242.0,0,0
20409,44,M,5333.0,0,0
20551,44,M,4500.0,0,0
20581,44,F,6000.0,0,0
20590,44,F,4786.0,0,0
20692,44,M,9594.0,0,0
20710,44,F,,0,0
20988,44,M,10315.0,0,0
21043,44,M,3500.0,0,0
21249,44,M,,0,0
21390,44,F,,0,0
21542,44,M,,0,0
21581,44,F,1960.0,0,0
21585,44,M,7867.0,0,0
21626,44,F,,0,0
21776,44,F,3667.0,0,0
21788,44,M,1500.0,0,0
21928,44,M,,0,0
21936,44,F,8333.0,0,0
22145,44,M,,0,0
22365,44,M,2600.0,0,0
22520,44,M,,0,0
22549,44,M,3040.0,0,0
22581,44,F,2500.0,0,0
22658,44,F,9166.0,0,0
23027,44,M,4754.0,0,0
23079,44,F,1.0,0,0
23250,44,F,,0,0
23253,44,F,,0,0
23340,44,M,,0,0
23422,44,M,,0,0
23483,44,M,3400.0,0,0
23538,44,F,4211.0,0,0
23608,44,M,2481.0,0,0
23740,44,M,,0,0
24546,44,F,6630.0,0,0
24651,44,M,6800.0,0,0
24695,44,M,,0,0
24733,44,F,,0,0
25192,44,M,1483.0,0,0
25338,44,F,3783.0,0,0
25557,44,M,,0,0
25713,44,F,,0,0
25950,44,F,10000.0,0,0
26073,44,F,1300.0,0,0
26144,44,F,,0,0
26187,44,M,4518.0,0,0
26266,44,F,30000.0,0,0
26301,44,F,,0,0
26384,44,F,,0,0
26511,44,M,,0,0
26632,44,M,8500.0,0,0
26786,44,F,3789.0,0,0
26929,44,M,2285.0,0,0
27164,44,F,20833.0,0,0
27528,44,M,10642.0,0,0
27577,44,M,5833.0,0,0
27636,44,F,5083.0,0,0
27784,44,F,2500.0,0,0
28010,44,F,5600.0,0,0
28046,44,F,3333.0,0,0
28131,44,M,8166.0,0,0
28164,44,F,1400.0,0,0
28352,44,M,9000.0,0,0
28360,44,M,5500.0,0,0
28422,44,M,7279.0,0,0
28446,44,F,3603.0,0,0
28488,44,M,,0,0
28693,44,F,6500.0,0,0
28800,44,M,,0,0
28835,44,M,2325.0,0,0
28903,44,M,,0,0
28915,44,M,5350.0,0,0
29249,44,M,,0,0
29261,44,F,200.0,0,0
29274,44,M,5182.0,0,0
29529,44,M,5166.0,0,0
30029,44,M,,0,0
30118,44,F,,0,0
30246,44,F,3155.0,0,0
30264,44,F,6400.0,0,0
30344,44,F,2200.0,0,0
30457,44,M,4731.0,0,0
30672,44,M,,0,0
30715,44,M,3126.0,0,0
31019,44,F,7000.0,0,0
31076,44,F,,0,0
31250,44,F,9299.0,0,0
31281,44,F,6833.0,0,0
31475,44,M,8050.0,0,0
31504,44,F,2383.0,0,0
31520,44,M,10765.0,0,0
31683,44,M,,0,0
31723,44,M,,0,0
31734,44,M,3950.0,0,0
32124,44,F,2500.0,0,0
32317,44,M,5178.0,0,0
32379,44,F,,0,0
32602,44,M,2549.0,0,0
32630,44,F,5083.0,0,0
32647,44,M,6416.0,0,0
32789,44,M,13333.0,0,0
33058,44,F,,0,0
33126,44,F,4000.0,0,0
33145,44,M,,0,0
33152,44,M,6000.0,0,0
33155,44,M,12450.0,0,0
33170,44,F,8733.0,0,1
33199,44,F,4000.0,0,0
33292,44,M,6000.0,0,0
33356,44,F,,0,0
33555,44,M,7378.0,0,0
33760,44,M,3200.0,0,0
34014,44,M,,0,0
34033,44,F,2500.0,0,0
34498,44,F,5708.0,0,0
34704,44,F,,0,0
34910,44,F,6666.0,0,0
35004,44,F,12500.0,0,0
35409,44,M,7500.0,0,0
35670,44,F,2685.0,0,0
35802,44,M,6166.0,0,0
35917,44,M,,0,0
35941,44,F,2700.0,0,0
57,45,M,,0,0
117,45,M,10483.0,0,0
124,45,F,,0,0
152,45,M,2383.0,0,0
345,45,M,11900.0,0,0
425,45,M,3516.0,0,0
1322,45,M,3333.0,0,0
1387,45,M,5600.0,0,0
1489,45,M,5500.0,0,0
1595,45,M,2600.0,0,0
1613,45,F,3750.0,0,0
1719,45,F,,0,0
1922,45,M,,0,0
2000,45,M,,0,0
2016,45,F,4000.0,0,0
2059,45,F,3490.0,0,0
2147,45,M,2800.0,0,0
2317,45,M,5000.0,0,0
2386,45,F,,0,0
2387,45,M,,0,0
2422,45,M,,0,0
2446,45,F,6000.0,0,0
2781,45,F,4606.0,0,0
2823,45,M,1138.0,0,0
2867,45,M,,0,0
3159,45,F,24000.0,0,0
3290,45,F,3188.0,0,1
3386,45,F,,0,0
3511,45,M,3190.0,0,0
3524,45,F,12000.0,0,0
3575,45,M,3846.0,0,0
3661,45,F,9166.0,0,0
3680,45,M,,0,0
3776,45,F,,0,0
4050,45,F,8333.0,0,0
4172,45,M,,0,0
4222,45,M,4200.0,0,0
4426,45,F,3333.0,0,0
4440,45,M,,0,0
4605,45,M,8620.0,0,0
4684,45,F,,0,0
4748,45,M,1.0,0,0
4752,45,M,6400.0,0,0
4813,45,F,,0,0
4837,45,M,12500.0,0,0
4862,45,M,,0,0
4943,45,M,10760.0,0,0
5143,45,M,5200.0,0,0
5232,45,M,10583.0,0,0
5235,45,M,850.0,0,0
5317,45,M,15416.0,0,0
5349,45,M,3475.0,0,0
5419,45,F,,0,0
5566,45,F,3900.0,0,0
5724,45,F,4333.0,0,0
5739,45,F,2000.0,0,0
5776,45,F,6860.0,0,0
5803,45,M,11000.0,0,0
5911,45,M,,0,0
6022,45,M,,0,0
6060,45,M,,0,0
6281,45,F,8000.0,0,0
6461,45,F,4560.0,0,0
6482,45,M,,0,0
6510,45,F,4795.0,0,0
6640,45,M,10000.0,0,0
6662,45,M,4965.0,0,0
6777,45,M,6000.0,0,0
6863,45,M,9519.0,0,0
6979,45,F,,0,0
7418,45,F,3725.0,0,0
7443,45,M,5000.0,0,0
7551,45,M,7166.0,0,0
7667,45,M,,0,0
7694,45,M,,0,0
7695,45,M,8045.0,0,0
7712,45,M,5833.0,0,0
8004,45,F,6000.0,0,0
8023,45,M,249.0,0,0
8134,45,M,7800.0,0,0
8171,45,M,6250.0,0,0
8260,45,M,2934.0,0,0
8339,45,F,3551.0,0,0
8366,45,F,7083.0,0,0
8431,45,M,,0,0
8437,45,M,2194.0,0,0
8551,45,M,,0,0
8637,45,M,,0,0
8751,45,M,2100.0,0,0
8841,45,F,500.0,0,0
8911,45,M,9166.0,0,0
8917,45,M,11317.0,0,0
9002,45,M,3333.0,0,0
9020,45,M,5000.0,0,0
9040,45,M,0.0,0,0
9161,45,F,6141.0,0,0
9262,45,M,,0,0
9517,45,M,,0,0
9691,45,M,6800.0,0,0
9787,45,M,2774.0,0,0
9815,45,M,,0,0
9921,45,F,,0,0
9976,45,F,8744.0,0,0
9986,45,F,,0,0
10180,45,M,7434.0,0,0
10291,45,M,,0,0
10353,45,F,4077.0,0,0
10397,45,M,10500.0,0,0
10455,45,M,7948.0,0,0
10589,45,M,,0,0
10661,45,F,9040.0,0,0
10689,45,M,8600.0,0,0
10756,45,F,17129.0,0,0
10819,45,F,8075.0,0,0
10992,45,M,7000.0,0,0
11060,45,M,10500.0,0,0
11229,45,M,3478.0,0,0
11268,45,M,3500.0,0,0
11355,45,M,2834.0,0,0
11765,45,M,2800.0,0,0
11844,45,F,11483.0,0,0
11947,45,M,8816.0,0,0
11958,45,F,2570.0,0,0
11968,45,M,,0,0
12144,45,F,8474.0,0,0
12223,45,M,2333.0,0,0
12227,45,M,3060.0,0,0
12312,45,M,,0,0
12405,45,M,,0,0
12501,45,F,4914.0,0,0
12816,45,F,75500.0,0,0
12835,45,M,5083.0,0,0
12877,45,M,,0,0
12964,45,F,6271.0,0,0
13029,45,M,9300.0,0,0
13237,45,M,,0,0
13328,45,M,,0,0
13343,45,M,8750.0,0,0
13486,45,F,3084.0,0,0
13489,45,M,,0,0
13631,45,M,7381.0,0,0
13646,45,F,4500.0,0,0
13706,45,F,,0,0
13742,45,M,8537.0,0,0
13841,45,F,8091.0,0,0
14043,45,M,7846.0,0,0
14074,45,M,10000.0,0,0
14142,45,M,,0,0
14193,45,F,3000.0,0,0
14318,45,F,4666.0,0,0
14335,45,M,5550.0,0,0
14361,45,F,11350.0,0,1
14500,45,M,,0,0
14509,45,M,5333.0,0,0
14663,45,M,6284.0,0,0
14788,45,M,6300.0,0,0
14845,45,M,4250.0,0,0
14946,45,F,2500.0,0,0
15374,45,M,5000.0,0,0
15700,45,M,7848.0,0,0
15826,45,F,4583.0,0,0
15975,45,M,5000.0,0,0
16078,45,F,5345.0,0,0
16331,45,M,,0,0
16336,45,F,0.0,0,0
16468,45,M,3527.0,0,0
16509,45,M,,0,0
16611,45,M,,0,0
16863,45,M,8198.0,0,0
16968,45,M,1472.0,0,0
17016,45,F,4500.0,0,0
17073,45,F,1500.0,0,0
17109,45,M,7741.0,0,0
17136,45,F,,0,0
17208,45,M,10935.0,0,0
17666,45,F,1746.0,0,0
17693,45,F,,0,0
17749,45,M,2000.0,0,0
17752,45,M,637.0,0,1
17833,45,F,7300.0,0,0
17880,45,M,,0,0
17955,45,M,,0,0
17997,45,M,6000.0,0,0
18177,45,M,5833.0,0,0
18204,45,F,4900.0,0,0
18305,45,M,6016.0,0,0
18324,45,F,4800.0,0,0
18334,45,M,,0,0
18449,45,M,,0,0
18762,45,M,3333.0,0,0
18900,45,M,,0,0
18924,45,F,25700.0,0,0
18932,45,M,3083.0,0,0
19109,45,M,1833.0,0,0
19349,45,M,,0,0
19382,45,M,,0,0
19603,45,M,11200.0,0,0
19631,45,M,3100.0,0,0
19730,45,F,,0,0
19751,45,M,6833.0,0,0
19842,45,M,,0,0
19859,45,F,,0,0
20064,45,F,2500.0,0,0
20107,45,M,,0,0
20337,45,M,,0,0
20378,45,F,7000.0,0,0
20393,45,F,,0,0
20402,45,M,,0,0
20548,45,M,8000.0,0,0
20649,45,M,17500.0,0,0
20688,45,M,5716.0,0,0
20851,45,M,6250.0,0,0
21239,45,F,4583.0,0,0
21446,45,F,10700.0,0,0
21456,45,F,,0,0
21699,45,F,,0,0
21943,45,M,,0,0
22190,45,F,,0,0
22345,45,M,14500.0,0,0
22352,45,M,5000.0,0,0
22448,45,M,12000.0,0,0
22471,45,M,,0,0
22551,45,M,,0,0
22689,45,M,4139.0,0,0
22694,45,M,4500.0,0,0
22752,45,M,15637.0,0,0
22884,45,F,,0,0
22893,45,F,9458.0,0,0
22924,45,F,4634.0,0,0
22934,45,M,3139.0,0,0
22940,45,M,0.0,0,0
23149,45,M,5541.0,0,0
23521,45,F,,0,0
23592,45,M,,0,0
23861,45,F,2925.0,0,0
24030,45,F,6000.0,0,0
24075,45,M,9139.0,0,0
24120,45,M,12324.0,0,0
24397,45,M,5383.0,0,1
24510,45,F,2900.0,0,0
24703,45,M,,0,0
24825,45,M,4000.0,0,0
24848,45,M,,0,0
25379,45,F,9592.0,0,0
25422,45,M,10833.0,0,0
25684,45,F,,0,0
26260,45,M,3673.0,0,0
26364,45,F,4250.0,0,0
26394,45,M,7500.0,0,0
26435,45,M,6793.0,0,0
26447,45,M,7000.0,0,0
26497,45,M,2800.0,0,0
26702,45,M,4916.0,0,0
26887,45,M,4400.0,0,0
26979,45,F,3500.0,0,0
26992,45,M,,0,0
27086,45,F,10158.0,0,0
27259,45,F,4800.0,0,0
27295,45,M,7675.0,0,0
27545,45,M,,0,0
27646,45,F,8629.0,0,0
27649,45,M,5000.0,0,1
27668,45,M,4580.0,0,0
27670,45,F,3333.0,0,0
27703,45,M,5900.0,0,0
27893,45,F,3994.0,0,0
27932,45,M,4166.0,0,0
27934,45,M,6700.0,0,0
28210,45,F,,0,0
28248,45,M,10200.0,0,0
28264,45,F,7718.0,0,0
28517,45,M,,0,0
29000,45,M,6400.0,0,0
29007,45,M,,0,0
29138,45,F,5000.0,0,0
29411,45,M,5300.0,0,0
29782,45,M,1200.0,0,0
29803,45,M,16000.0,0,0
30203,45,M,7100.0,0,0
30448,45,M,10100.0,0,0
30507,45,M,,0,0
30537,45,M,2500.0,0,0
30583,45,M,9833.0,0,0
30668,45,M,,0,0
30693,45,F,1.0,0,0
30695,45,M,6250.0,0,0
30705,45,M,,0,0
30888,45,M,8461.0,0,0
30983,45,M,5250.0,0,0
31082,45,M,,0,0
31131,45,M,4104.0,0,0
31185,45,M,,0,0
31248,45,M,5166.0,0,0
31378,45,F,0.0,0,0
31438,45,F,10534.0,0,0
31521,45,F,4166.0,0,1
31539,45,F,12000.0,0,0
31802,45,M,2610.0,0,0
31876,45,F,5121.0,0,0
32178,45,F,5000.0,0,0
32295,45,M,5025.0,0,0
32370,45,F,,0,0
32411,45,M,12500.0,0,0
32465,45,M,5416.0,0,0
32569,45,M,5417.0,0,0
32589,45,M,,0,0
32670,45,F,7000.0,0,0
32675,45,M,6000.0,0,0
32724,45,F,14364.0,0,0
32748,45,M,,0,0
32754,45,M,2500.0,0,0
32865,45,M,,0,0
32892,45,M,,0,0
32980,45,M,7844.0,0,0
33154,45,M,,0,0
33184,45,F,6541.0,0,1
33309,45,M,,0,0
33445,45,M,11050.0,0,0
33502,45,M,5257.0,0,0
33616,45,F,16000.0,0,0
33655,45,M,88000.0,0,0
33759,45,F,,0,0
33832,45,M,5866.0,0,0
33851,45,M,2856.0,0,0
34193,45,F,4000.0,0,0
34255,45,M,,0,0
34259,45,F,4000.0,0,0
34310,45,F,6307.0,0,0
34482,45,M,2833.0,0,0
34536,45,F,20750.0,0,0
34604,45,F,4500.0,0,0
34657,45,M,13450.0,0,0
34804,45,F,,0,0
35024,45,F,4200.0,0,0
35036,45,F,17675.0,0,0
35126,45,F,5712.0,0,0
35322,45,M,6089.0,0,0
35374,45,M,5833.0,0,0
35706,45,F,1800.0,0,0
35824,45,F,1200.0,0,0
35979,45,F,,0,0
44,46,F,3732.0,0,0
137,46,M,10000.0,0,0
184,46,F,2000.0,0,0
232,46,M,5000.0,0,0
299,46,F,3001.0,0,0
434,46,M,13333.0,0,0
468,46,M,8200.0,0,0
731,46,M,4250.0,0,0
779,46,F,3583.0,0,0
810,46,F,6108.0,0,0
1352,46,M,5700.0,0,0
1588,46,M,,0,0
1842,46,M,7166.0,0,0
1875,46,M,4407.0,0,0
2284,46,F,,0,0
2299,46,F,0.0,0,0
2429,46,M,3944.0,0,0
2481,46,F,,0,0
2701,46,F,9169.0,0,0
2705,46,M,7760.0,0,0
2915,46,M,6900.0,0,0
3008,46,M,,0,0
3182,46,M,5417.0,0,0
3208,46,M,,0,0
3260,46,M,8083.0,0,0
3315,46,M,2916.0,0,0
3447,46,M,,0,0
3475,46,M,3000.0,0,0
3823,46,M,5627.0,0,0
3890,46,F,,0,0
4011,46,M,,0,0
4281,46,F,4616.0,0,1
4321,46,F,8750.0,0,0
4336,46,F,5500.0,0,0
4350,46,F,14166.0,0,0
4367,46,M,4500.0,0,0
4410,46,F,,0,0
4568,46,M,4768.0,0,0
4620,46,M,,0,0
4805,46,M,11000.0,0,0
4812,46,M,1800.0,0,0
4886,46,F,,0,0
4888,46,M,1850.0,0,0
4900,46,M,3200.0,0,0
5044,46,F,3526.0,0,0
5088,46,M,8633.0,0,0
5108,46,M,,0,0
5180,46,M,2779.0,0,0
5182,46,M,,0,0
5343,46,M,10677.0,0,0
5508,46,M,,0,0
5715,46,M,10000.0,0,0
5765,46,M,3000.0,0,0
5918,46,F,,0,0
5968,46,M,,0,0
6071,46,M,8858.0,0,0
6098,46,F,,0,0
6113,46,F,2410.0,0,0
6161,46,F,6416.0,0,0
6610,46,F,5798.0,0,0
6763,46,M,5416.0,0,0
6795,46,M,11400.0,0,0
6845,46,M,,0,0
6917,46,M,10500.0,0,0
7107,46,M,10000.0,0,0
7149,46,M,,0,0
7377,46,M,5400.0,0,0
7383,46,M,2161.0,0,0
7446,46,F,10500.0,0,0
7535,46,M,2500.0,0,0
7538,46,F,,0,0
7601,46,F,,0,0
7897,46,M,1500.0,0,0
8080,46,M,5334.0,0,0
8082,46,M,,0,0
8115,46,M,12000.0,0,0
8392,46,M,6183.0,0,0
8834,46,M,4500.0,0,0
8842,46,M,4583.0,0,0
8914,46,M,2151.0,0,0
9175,46,M,10666.0,0,0
9184,46,F,3700.0,0,0
9235,46,M,3080.0,0,0
9263,46,M,,0,0
9388,46,M,7853.0,0,0
9656,46,F,7800.0,0,0
9712,46,M,4000.0,0,0
9778,46,F,5377.0,0,0
9793,46,F,4200.0,0,0
9822,46,M,7500.0,0,0
10023,46,M,6000.0,0,0
10151,46,M,4500.0,0,0
10267,46,M,5394.0,0,0
10704,46,F,,0,0
10772,46,M,,0,0
10954,46,M,2615.0,0,0
10957,46,M,,0,0
11043,46,M,5000.0,0,0
11186,46,F,5413.0,0,0
11230,46,F,12285.0,0,0
11249,46,M,10500.0,0,0
11304,46,F,5928.0,0,0
11528,46,M,9666.0,0,0
11577,46,M,4060.0,0,0
11649,46,M,4229.0,0,0
11682,46,M,6404.0,0,0
11701,46,F,3500.0,0,0
11718,46,F,,0,0
11775,46,M,,0,0
11967,46,M,3000.0,0,0
12035,46,M,,0,0
12245,46,M,,0,0
12317,46,M,7507.0,0,0
12410,46,F,1900.0,0,0
12418,46,F,,0,0
12459,46,F,2267.0,0,0
12815,46,M,1800.0,0,0
12872,46,M,9100.0,0,0
13041,46,F,,0,0
13042,46,M,10000.0,0,0
13100,46,M,,0,0
13260,46,M,,0,0
13647,46,M,8300.0,0,0
13713,46,F,10833.0,0,0
13887,46,M,5800.0,0,0
13928,46,M,4347.0,0,0
14063,46,M,,0,0
14073,46,F,,0,0
14122,46,M,1.0,0,0
14254,46,M,4283.0,0,0
14316,46,F,0.0,0,0
14390,46,F,2560.0,0,0
14493,46,F,4000.0,0,0
14605,46,M,12500.0,0,0
14682,46,M,7916.0,0,0
14815,46,M,7200.0,0,0
14824,46,F,3000.0,0,0
14870,46,F,3750.0,0,0
14874,46,M,3880.0,0,0
14883,46,M,,0,0
14893,46,F,1600.0,0,0
14978,46,F,13370.0,0,0
14990,46,F,3000.0,0,0
15432,46,M,,0,0
15448,46,M,9000.0,0,0
15505,46,M,5166.0,0,0
15541,46,F,,0,0
15637,46,M,3000.0,0,0
15690,46,F,9957.0,0,0
15756,46,F,6187.0,0,0
15852,46,M,5667.0,0,0
15891,46,M,3500.0,0,0
16031,46,M,8167.0,0,0
16060,46,M,8500.0,0,0
16619,46,F,13575.0,0,0
16843,46,M,,0,0
16925,46,M,7500.0,0,0
16941,46,F,9083.0,0,0
16953,46,F,1600.0,0,0
16977,46,M,,0,0
17325,46,M,2500.0,0,0
17353,46,F,11229.0,0,0
17385,46,M,,0,0
17530,46,F,5341.0,0,0
17531,46,M,,0,0
17593,46,F,,0,0
17778,46,F,5000.0,0,0
17965,46,M,4166.0,0,0
18040,46,M,,0,0
18143,46,M,6000.0,0,0
18250,46,F,16000.0,0,0
18435,46,M,18333.0,0,0
18482,46,M,750.0,0,0
18493,46,F,,0,0
18569,46,M,7500.0,0,0
18570,46,F,1.0,0,0
19059,46,F,5500.0,0,0
19211,46,M,5495.0,0,0
19311,46,M,6666.0,0,0
19446,46,F,6987.0,0,0
19505,46,M,3518.0,0,0
19760,46,M,,0,0
19957,46,M,8000.0,0,0
20169,46,M,5000.0,0,0
20331,46,M,6612.0,0,0
20478,46,F,2840.0,0,0
20552,46,M,3100.0,0,0
20568,46,M,4200.0,0,0
20820,46,M,5700.0,0,0
20845,46,M,,0,0
20896,46,F,8600.0,0,0
20967,46,M,2646.0,0,0
20979,46,F,,0,0
21156,46,F,19800.0,0,0
21529,46,M,3500.0,0,0
21600,46,M,,0,0
21770,46,F,2405.0,0,0
22285,46,M,,0,0
22367,46,M,,0,0
22436,46,F,7207.0,0,0
22625,46,M,10500.0,0,0
22796,46,F,5000.0,0,0
22910,46,F,11000.0,0,0
22933,46,F,3200.0,0,0
23314,46,M,11482.0,0,0
24036,46,F,6200.0,0,0
24154,46,M,2500.0,0,0
24311,46,M,3750.0,0,0
24317,46,M,,0,0
24357,46,M,,0,0
24378,46,F,6250.0,0,0
24386,46,F,5518.0,0,0
24406,46,F,5096.0,0,0
24482,46,M,7083.0,0,0
24635,46,M,4000.0,0,0
24662,46,M,13300.0,0,0
24681,46,F,,0,0
24723,46,M,,0,0
24801,46,F,6000.0,0,0
25090,46,F,6310.0,0,0
25096,46,F,8960.0,0,0
25114,46,M,5000.0,0,0
25240,46,M,4509.0,0,0
25471,46,M,,0,0
25607,46,M,6000.0,0,1
25654,46,M,,0,0
25660,46,M,3000.0,0,0
25720,46,M,10500.0,0,0
25724,46,F,1517.0,0,0
26019,46,F,9300.0,0,0
26306,46,F,5702.0,0,0
26374,46,M,2400.0,0,0
26389,46,M,0.0,0,0
26487,46,M,4000.0,0,0
26598,46,F,4918.0,0,0
26601,46,F,5416.0,0,0
27192,46,M,7703.0,0,0
27218,46,F,8916.0,0,0
27288,46,M,,0,0
27291,46,M,11000.0,0,0
27419,46,F,4000.0,0,0
27767,46,M,3100.0,0,0
28123,46,M,5565.0,0,0
28330,46,F,,0,0
28378,46,F,9400.0,0,0
28493,46,F,3533.0,0,0
28883,46,M,3100.0,0,0
28946,46,F,6800.0,0,0
28995,46,M,6290.0,0,0
29011,46,M,2628.0,0,0
29232,46,M,16000.0,0,0
29254,46,M,21667.0,0,0
29326,46,F,5240.0,0,0
29616,46,F,2500.0,0,0
29692,46,M,,0,0
29762,46,M,4596.0,0,0
29801,46,F,,0,0
30051,46,M,,0,0
30143,46,M,8557.0,0,0
30566,46,F,1400.0,0,0
30699,46,F,,0,0
30791,46,M,7333.0,0,0
30824,46,F,5125.0,0,0
31071,46,M,2992.0,0,0
31088,46,M,,0,0
31134,46,M,,0,0
31197,46,M,,0,0
31541,46,F,7439.0,0,0
31542,46,M,4800.0,0,0
31573,46,F,3333.0,0,0
31682,46,M,5566.0,0,0
31730,46,F,4300.0,0,0
31852,46,M,12590.0,0,0
31907,46,M,,0,0
32090,46,F,5768.0,0,0
32148,46,M,,0,0
32213,46,F,2700.0,0,0
32258,46,F,,0,0
32281,46,F,2500.0,0,0
32320,46,M,5500.0,0,0
32340,46,M,4804.0,0,0
32384,46,F,,0,0
32648,46,M,,0,0
32810,46,F,1672.0,0,0
32829,46,M,10416.0,0,0
32848,46,M,2500.0,0,0
32889,46,M,,0,0
33047,46,M,10000.0,0,0
33201,46,F,3983.0,0,0
33272,46,M,9667.0,0,0
33384,46,F,2900.0,0,0
33511,46,M,2333.0,0,0
33551,46,M,2300.0,0,0
33649,46,M,1800.0,0,0
33670,46,F,5965.0,0,0
33740,46,M,6916.0,0,0
33919,46,F,,0,0
33927,46,M,,0,0
34023,46,M,,0,0
34054,46,M,7000.0,0,0
34229,46,M,2000.0,0,0
34473,46,F,8416.0,0,0
34484,46,F,,0,0
34534,46,M,,0,0
34606,46,F,20000.0,0,0
34693,46,F,3820.0,0,0
34807,46,M,8000.0,0,0
34825,46,M,9510.0,0,0
34993,46,F,,0,0
35064,46,F,,0,0
35104,46,F,4581.0,0,0
35144,46,F,,0,0
35508,46,M,,0,0
35602,46,M,150.0,0,0
35780,46,M,3554.0,0,0
35893,46,F,6540.0,0,0
116,47,F,,0,0
308,47,M,5502.0,0,0
330,47,F,9000.0,0,0
410,47,F,,0,0
452,47,M,7914.0,0,0
566,47,F,,0,0
581,47,F,5166.0,0,0
615,47,M,,0,0
777,47,M,,0,0
790,47,F,,0,0
957,47,M,,0,0
1082,47,M,2535.0,0,1
1318,47,F,,0,0
1463,47,M,0.0,0,0
1609,47,M,,0,0
1622,47,M,,0,0
1644,47,F,9166.0,0,0
1675,47,M,,0,0
1760,47,M,6290.0,0,0
1797,47,M,5000.0,0,0
1883,47,M,3167.0,0,0
1930,47,F,,0,0
2086,47,F,5000.0,0,0
2288,47,M,3550.0,0,0
2297,47,M,3583.0,0,0
2374,47,M,8450.0,0,0
2419,47,F,4000.0,0,0
2455,47,M,3500.0,0,0
2517,47,M,10416.0,0,0
2567,47,M,8412.0,0,0
2579,47,F,5325.0,0,0
2870,47,F,6416.0,0,0
3033,47,F,,0,0
3147,47,M,9970.0,0,0
3599,47,F,2500.0,0,0
3630,47,F,,0,0
3668,47,M,7500.0,0,0
3705,47,M,5335.0,0,0
4213,47,F,,0,0
4365,47,M,7800.0,0,0
4413,47,F,4000.0,0,0
4471,47,M,7964.0,0,0
4561,47,F,8417.0,0,0
4566,47,F,10000.0,0,0
4593,47,F,1603.0,0,0
4616,47,F,3600.0,0,0
4676,47,F,,0,0
4687,47,M,,0,0
4703,47,M,,0,0
4792,47,M,6000.0,0,0
4893,47,F,5750.0,0,0
4994,47,M,4660.0,0,0
5121,47,F,3165.0,0,0
5188,47,M,10500.0,0,0
5429,47,M,3821.0,0,0
5946,47,F,9850.0,0,0
6103,47,M,5083.0,0,0
6255,47,M,3583.0,0,0
6304,47,F,3997.0,0,0
6472,47,M,10500.0,0,0
6677,47,M,6122.0,0,0
6827,47,M,8000.0,0,0
6866,47,F,,0,0
6913,47,F,,0,0
6977,47,M,,0,0
7004,47,F,7900.0,0,0
7071,47,M,,0,0
7289,47,M,3051.0,0,0
7394,47,M,6565.0,0,0
7493,47,F,2300.0,0,0
7685,47,M,10500.0,0,0
7898,47,F,,0,0
7991,47,M,12550.0,0,0
8097,47,M,6485.0,0,0
8150,47,F,,0,0
8181,47,F,5600.0,0,0
8290,47,F,3900.0,0,0
8312,47,M,10466.0,0,0
8327,47,M,11166.0,0,0
8620,47,M,4800.0,0,0
8647,47,M,4000.0,0,0
8657,47,M,5833.0,0,0
8670,47,F,5168.0,0,0
8705,47,M,,0,0
8813,47,F,2500.0,0,0
9195,47,M,8016.0,0,0
9530,47,F,7000.0,0,0
9651,47,M,4500.0,0,0
9653,47,F,7400.0,0,0
9726,47,F,,0,0
9737,47,M,4000.0,0,0
9758,47,F,,0,0
9763,47,M,4166.0,0,0
9941,47,F,1.0,0,0
10065,47,M,8600.0,0,0
10197,47,M,,0,0
10252,47,M,4333.0,0,0
10269,47,M,11583.0,0,0
10593,47,F,7500.0,0,0
10716,47,F,,0,0
10960,47,M,6433.0,0,0
11003,47,M,4583.0,0,0
11009,47,M,18402.0,0,0
11115,47,M,5000.0,0,0
11238,47,F,3333.0,0,0
11248,47,M,,0,0
11611,47,M,,0,0
11804,47,F,,0,0
11912,47,M,2000.0,0,0
12071,47,M,250.0,0,0
12073,47,F,10120.0,0,0
12515,47,M,20250.0,0,0
12516,47,F,,0,0
12699,47,F,1600.0,0,0
12731,47,M,2193.0,0,0
12767,47,M,13760.0,0,0
12800,47,M,7300.0,0,0
13032,47,M,7500.0,0,0
13091,47,M,4200.0,0,0
13131,47,M,,0,0
13177,47,M,7000.0,0,0
13285,47,M,13189.0,0,0
13326,47,F,,0,0
